wifiMAC,time,Status,VRMS A,VRMS B,VRMS C,IRMS A,IRMS B,IRMS C,Active Power(W) A,Active Power(W) B,Active Power(W) C,Active Energy(WHR) A,Active Energy(WHR) B,Active Energy(WHR) C,Reactive Power(VAR) A,Reactive Power(VAR) B,Reactive Power(VAR) C,Reactive Energy(AHHR) A,Reactive Energy(AHHR) B,Reactive Energy(AHHR) C,Apparent Power(VA) A,Apparent Power(VA) B,Apparent Power(VA) C,Apparent Energy(VARHR) A,Apparent Energy(VARHR) B,Apparent Energy(VARHR) C,VTHD A,VTHD B,VTHD C,ITHD A,ITHD B,ITHD C,Power Factor A,Power Factor B,Power Factor C
serial: dc:a6:32:89:f2:d0,2023-08-11 06:28,Normal,119.09,124.67,124.36,0.07,0.00,0.00,17.59,-0.01,0.96,0.01,0.00,0.00,-67.72,0.00,0.00,-0.02,0.00,0.00,136.00,0.22,1.28,0.04,0.00,0.00,0.32,1.93,1.58,100.00,400.00,221.58,1.93,0.00,1.60
serial: dc:a6:32:89:f2:d0,2023-08-11 06:29,Normal,118.97,124.55,124.29,0.08,0.00,0.00,18.45,-0.00,1.02,0.01,0.00,0.00,-66.69,0.00,0.00,-0.02,0.00,0.00,151.91,0.24,1.33,0.04,0.00,0.00,0.43,1.67,1.30,100.00,400.00,226.36,1.93,0.00,1.59
serial: dc:a6:32:89:f2:d0,2023-08-11 06:30,Normal,119.09,124.62,124.38,0.07,0.00,0.00,19.60,-0.02,0.95,0.01,0.00,0.00,-66.25,0.00,0.00,-0.02,0.00,0.00,147.59,0.22,1.31,0.04,0.00,0.00,0.43,1.83,1.54,100.00,400.00,225.81,1.93,0.00,0.40
serial: dc:a6:32:89:f2:d0,2023-08-11 06:31,Normal,119.14,124.69,124.45,0.07,0.00,0.00,18.22,-0.00,0.99,0.01,0.00,0.00,-63.30,0.00,0.15,-0.02,0.00,0.00,141.25,0.23,1.33,0.04,0.00,0.00,0.38,1.53,1.77,100.00,400.00,223.77,1.94,0.00,0.41
serial: dc:a6:32:89:f2:d0,2023-08-11 06:32,Normal,119.14,124.74,124.48,0.07,0.00,0.00,18.26,-0.03,1.00,0.01,-0.00,0.00,-66.84,0.00,0.00,-0.02,0.00,0.00,144.80,0.26,1.33,0.04,0.00,0.00,0.43,1.83,1.52,100.00,400.00,226.19,1.93,1.92,0.40
serial: dc:a6:32:89:f2:d0,2023-08-11 06:33,Normal,119.07,124.67,124.41,0.07,0.00,0.00,18.69,0.01,0.97,0.01,-0.00,0.00,-67.72,0.00,0.15,-0.02,0.00,0.00,142.20,0.22,1.28,0.04,0.00,0.00,0.47,1.83,1.74,100.00,400.00,226.35,1.93,1.92,0.41
serial: dc:a6:32:89:f2:d0,2023-08-11 06:34,Normal,119.26,124.81,124.57,0.07,0.00,0.00,18.11,-0.01,0.95,0.01,0.00,0.00,-68.02,0.00,0.00,-0.02,0.00,0.00,148.23,0.23,1.28,0.04,0.00,0.00,0.47,1.75,1.56,100.00,400.00,223.40,1.93,0.00,1.59
serial: dc:a6:32:89:f2:d0,2023-08-11 06:35,Normal,119.09,124.67,124.41,0.07,0.00,0.00,19.07,-0.02,0.95,0.01,0.00,0.00,-62.12,0.00,0.00,-0.02,0.00,0.00,146.35,0.24,1.30,0.04,0.00,0.00,0.46,1.87,1.69,100.00,400.00,223.05,1.93,0.00,0.41
serial: dc:a6:32:89:f2:d0,2023-08-11 06:36,Normal,119.19,124.77,124.48,0.08,0.00,0.00,19.56,-0.01,1.00,0.01,0.00,0.00,-64.33,0.00,0.00,-0.02,0.00,0.00,153.10,0.24,1.32,0.04,0.00,0.00,0.44,1.53,1.90,100.00,400.00,221.95,1.93,0.00,1.60
serial: dc:a6:32:89:f2:d0,2023-08-11 06:37,Normal,119.09,124.65,124.43,0.08,0.00,0.00,19.18,-0.02,0.96,0.01,0.00,0.00,-65.95,0.00,0.00,-0.02,0.00,0.00,152.63,0.23,1.33,0.04,0.00,0.00,0.45,1.92,1.71,100.00,400.00,225.32,1.93,0.00,0.40
serial: dc:a6:32:89:f2:d0,2023-08-11 06:38,Normal,118.92,124.48,124.24,0.07,0.00,0.00,17.87,0.00,0.92,0.01,0.00,0.00,-69.64,0.00,0.00,-0.02,0.00,0.00,141.28,0.23,1.27,0.04,0.00,0.00,0.42,1.67,1.46,100.00,400.00,230.06,1.93,0.00,0.40
serial: dc:a6:32:89:f2:d0,2023-08-11 06:39,Normal,118.85,124.38,124.14,0.07,0.00,0.00,17.46,-0.01,1.01,0.01,0.00,0.00,-62.27,-0.15,0.15,-0.02,-0.00,0.00,140.49,0.23,1.31,0.04,0.00,0.00,0.37,1.82,1.56,100.00,400.00,227.53,1.93,0.00,0.40
serial: dc:a6:32:89:f2:d0,2023-08-11 06:40,Normal,118.92,124.48,124.21,0.07,0.00,0.00,18.53,-0.01,0.96,0.01,0.00,0.00,-61.68,0.00,0.00,-0.02,0.00,0.00,141.36,0.23,1.29,0.04,0.00,0.00,0.48,2.03,1.52,100.00,400.00,227.03,1.93,0.00,0.40
serial: dc:a6:32:89:f2:d0,2023-08-11 06:41,Normal,118.78,124.31,124.07,0.08,0.00,0.00,19.00,-0.01,0.97,0.01,0.00,0.00,-65.66,0.00,0.00,-0.02,0.00,0.00,149.83,0.23,1.31,0.04,0.00,0.00,0.51,2.05,1.53,100.00,400.00,230.80,1.93,0.00,1.60
serial: dc:a6:32:89:f2:d0,2023-08-11 06:42,Normal,118.87,124.41,124.17,0.07,0.00,0.00,18.23,-0.01,0.97,0.01,0.00,0.00,-63.74,0.00,0.00,-0.02,0.00,0.00,145.70,0.23,1.31,0.04,0.00,0.00,0.51,1.89,1.76,100.00,400.00,227.04,1.93,0.00,0.40
serial: dc:a6:32:89:f2:d0,2023-08-11 06:43,Normal,118.87,124.41,124.17,0.07,0.00,0.00,19.03,0.01,0.95,0.01,0.00,0.00,-72.89,0.00,0.00,-0.02,0.00,0.00,146.47,0.21,1.28,0.04,0.00,0.00,0.41,1.76,1.52,100.00,400.00,221.85,1.93,0.00,1.60
serial: dc:a6:32:89:f2:d0,2023-08-11 06:44,Normal,118.95,124.48,124.24,0.07,0.00,0.00,17.70,-0.01,0.97,0.01,0.00,0.00,-63.89,0.00,0.00,-0.02,0.00,0.00,142.43,0.25,1.30,0.04,0.00,0.00,0.43,1.76,1.65,100.00,400.00,225.93,1.93,0.00,0.41
serial: dc:a6:32:89:f2:d0,2023-08-11 06:45,Normal,118.90,124.48,124.24,0.07,0.00,0.00,18.86,-0.00,0.93,0.01,0.00,0.00,-63.00,0.00,0.15,-0.02,0.00,0.00,146.03,0.24,1.25,0.04,0.00,0.00,0.43,1.66,1.75,100.00,400.00,225.66,1.93,0.00,0.40
serial: dc:a6:32:89:f2:d0,2023-08-11 06:46,Normal,118.92,124.50,124.26,0.07,0.00,0.00,14.57,0.00,0.97,0.01,0.00,0.00,-61.97,0.00,0.15,-0.02,0.00,0.00,137.92,0.23,1.31,0.04,0.00,0.00,0.47,1.90,1.68,100.00,400.00,222.80,1.93,0.00,0.40
serial: dc:a6:32:89:f2:d0,2023-08-11 06:47,Normal,118.92,124.50,124.26,0.07,0.00,0.00,19.00,-0.01,1.00,0.01,0.00,0.00,-67.28,0.00,0.15,-0.02,0.00,0.00,144.87,0.25,1.32,0.04,0.00,0.00,0.42,1.75,1.72,100.00,400.00,225.87,1.93,0.00,0.42
serial: dc:a6:32:89:f2:d0,2023-08-11 06:48,Normal,118.99,124.55,124.36,0.07,0.00,0.00,16.39,-0.01,0.99,0.01,0.00,0.00,-68.17,0.00,0.00,-0.02,0.00,0.00,141.37,0.24,1.32,0.04,0.00,0.00,0.47,1.82,1.36,100.00,400.00,225.00,1.93,0.00,0.41
serial: dc:a6:32:89:f2:d0,2023-08-11 06:49,Normal,119.09,124.69,124.48,0.07,0.00,0.00,16.56,0.01,0.93,0.01,0.00,0.00,-61.53,0.00,0.15,-0.02,0.00,0.00,133.60,0.23,1.27,0.04,0.00,0.00,0.47,2.07,1.66,100.00,400.00,225.77,1.93,0.00,0.42
serial: dc:a6:32:89:f2:d0,2023-08-11 06:50,Normal,119.19,124.74,124.53,0.07,0.00,0.00,15.25,-0.04,0.97,0.01,0.00,0.00,-61.38,0.00,0.15,-0.02,0.00,0.00,132.70,0.24,1.29,0.04,0.00,0.00,0.42,1.96,1.71,100.00,400.00,226.65,1.93,0.00,0.41
serial: dc:a6:32:89:f2:d0,2023-08-11 06:51,Normal,119.23,124.81,124.57,0.07,0.00,0.00,17.90,-0.01,0.99,0.01,0.00,0.00,-63.30,0.00,0.00,-0.02,0.00,0.00,147.06,0.25,1.30,0.04,0.00,0.00,0.40,1.95,1.47,100.00,400.00,226.43,1.93,0.00,0.40
serial: dc:a6:32:89:f2:d0,2023-08-11 06:52,Normal,119.26,124.84,124.60,0.08,0.00,0.00,20.49,-0.03,1.01,0.01,0.00,0.00,-65.51,-0.15,0.00,-0.02,-0.00,0.00,152.39,0.24,1.33,0.04,0.00,0.00,0.44,1.79,1.67,100.00,400.00,224.74,1.93,0.00,0.41
serial: dc:a6:32:89:f2:d0,2023-08-11 06:53,Normal,119.33,124.94,124.69,0.07,0.00,0.00,18.51,0.01,0.98,0.01,-0.00,0.00,-69.35,0.00,0.00,-0.02,0.00,0.00,149.75,0.24,1.32,0.04,0.00,0.00,0.39,1.86,1.63,100.00,400.00,221.86,1.93,1.93,1.59
serial: dc:a6:32:89:f2:d0,2023-08-11 06:54,Normal,119.38,124.98,124.72,0.07,0.00,0.00,16.62,0.02,0.94,0.01,0.00,0.00,-59.90,-0.15,0.15,-0.02,-0.00,0.00,133.24,0.24,1.27,0.04,0.00,0.00,0.46,1.96,1.41,100.00,400.00,223.59,1.93,0.00,0.41
serial: dc:a6:32:89:f2:d0,2023-08-11 06:55,Normal,119.40,125.08,124.81,0.07,0.00,0.00,18.46,-0.01,0.96,0.01,0.00,0.00,-65.81,0.00,0.00,-0.02,0.00,0.00,142.91,0.25,1.28,0.04,0.00,0.00,0.44,1.91,1.68,100.00,400.00,221.87,1.93,0.00,1.59
serial: dc:a6:32:89:f2:d0,2023-08-11 06:56,Normal,119.43,125.06,124.79,0.07,0.00,0.00,17.34,0.01,0.97,0.01,0.00,0.00,-59.46,-0.15,0.15,-0.02,-0.00,0.00,135.95,0.23,1.28,0.04,0.00,0.00,0.42,1.78,1.45,100.00,400.00,222.19,1.93,0.00,0.41
serial: dc:a6:32:89:f2:d0,2023-08-11 06:57,Normal,119.31,124.91,124.67,0.07,0.00,0.00,17.57,0.01,0.97,0.01,0.00,0.00,-67.87,0.00,0.00,-0.02,0.00,0.00,139.14,0.24,1.29,0.04,0.00,0.00,0.42,1.83,1.60,100.00,400.00,225.42,1.93,0.00,1.60
serial: dc:a6:32:89:f2:d0,2023-08-11 06:58,Normal,119.40,125.01,124.77,0.07,0.00,0.00,20.06,-0.01,1.00,0.01,0.00,0.00,-72.00,0.00,0.00,-0.02,0.00,0.00,149.76,0.24,1.30,0.04,0.00,0.00,0.45,1.79,1.61,100.00,400.00,225.51,1.93,0.00,1.59
serial: dc:a6:32:89:f2:d0,2023-08-11 06:59,Normal,119.45,125.06,124.84,0.07,0.00,0.00,18.31,-0.01,0.96,0.01,0.00,0.00,-65.66,0.00,0.15,-0.02,0.00,0.00,142.75,0.25,1.29,0.04,0.00,0.00,0.44,1.81,1.62,100.00,400.00,224.78,1.93,0.00,0.42
serial: dc:a6:32:89:f2:d0,2023-08-11 07:00,Normal,119.86,125.49,125.22,0.08,0.00,0.00,20.86,0.00,0.96,0.01,0.00,0.00,-62.71,0.00,0.00,-0.02,0.00,0.00,152.11,0.24,1.29,0.04,0.00,0.00,0.41,1.92,1.49,100.00,400.00,225.43,1.93,0.00,1.59
serial: dc:a6:32:89:f2:d0,2023-08-11 07:01,Normal,119.96,125.56,125.32,0.07,0.00,0.00,15.32,-0.01,0.93,0.01,0.00,0.00,-64.63,-0.15,0.00,-0.02,-0.00,0.00,134.77,0.24,1.26,0.04,0.00,0.00,0.35,1.81,1.50,100.00,400.00,228.15,1.93,0.00,0.41
serial: dc:a6:32:89:f2:d0,2023-08-11 07:02,Normal,118.51,124.05,123.80,0.07,0.00,0.00,19.12,0.01,0.94,0.01,0.00,0.00,-63.59,0.00,0.00,-0.02,0.00,0.00,147.56,0.24,1.28,0.04,0.00,0.00,0.47,1.88,1.75,100.00,400.00,223.00,1.93,0.00,0.40
serial: dc:a6:32:89:f2:d0,2023-08-11 07:03,Normal,118.46,124.00,123.76,0.07,0.00,0.00,16.13,-0.01,0.99,0.01,0.00,0.00,-67.58,0.00,0.00,-0.02,0.00,0.00,147.10,0.24,1.32,0.04,0.00,0.00,0.40,1.82,1.56,100.00,400.00,220.28,1.93,0.00,1.59
serial: dc:a6:32:89:f2:d0,2023-08-11 07:04,Normal,118.42,124.00,123.73,0.07,0.00,0.00,19.25,-0.01,0.98,0.01,0.00,0.00,-63.89,0.00,0.00,-0.02,0.00,0.00,144.16,0.26,1.31,0.04,0.00,0.00,0.44,1.86,1.60,100.00,400.00,217.49,1.93,0.00,1.59
serial: dc:a6:32:89:f2:d0,2023-08-11 07:05,Normal,118.49,124.00,123.76,0.07,0.00,0.00,19.10,0.01,0.93,0.01,0.00,0.00,-67.72,0.00,0.00,-0.02,0.00,0.00,143.38,0.23,1.25,0.04,0.00,0.00,0.43,1.97,1.66,100.00,400.00,225.10,1.93,0.00,0.41
serial: dc:a6:32:89:f2:d0,2023-08-11 07:06,Normal,118.42,123.95,123.71,0.07,0.00,0.00,16.37,-0.01,0.93,0.01,0.00,0.00,-69.05,0.00,-0.15,-0.02,0.00,-0.00,144.03,0.24,1.25,0.04,0.00,0.00,0.44,1.72,1.44,100.00,400.00,221.87,1.93,0.00,1.58
serial: dc:a6:32:89:f2:d0,2023-08-11 07:07,Normal,118.39,123.90,123.66,0.07,0.00,0.00,19.80,-0.01,0.95,0.01,0.00,0.00,-66.40,0.00,-0.15,-0.02,0.00,-0.00,148.88,0.24,1.27,0.04,0.00,0.00,0.47,1.87,1.61,100.00,400.00,226.26,1.93,0.00,1.59
serial: dc:a6:32:89:f2:d0,2023-08-11 07:08,Normal,118.34,123.88,123.59,0.08,0.00,0.00,20.54,-0.01,1.00,0.01,0.00,0.00,-66.40,0.00,0.00,-0.02,0.00,0.00,152.14,0.24,1.31,0.04,0.00,0.00,0.42,1.94,1.74,100.00,400.00,223.59,1.93,0.00,1.59
serial: dc:a6:32:89:f2:d0,2023-08-11 07:09,Normal,118.37,123.90,123.64,0.08,0.00,0.00,20.45,0.03,1.02,0.01,0.00,0.00,-68.31,-0.15,0.00,-0.02,-0.00,0.00,156.05,0.24,1.33,0.04,0.00,0.00,0.45,1.98,1.70,100.00,400.00,219.58,1.93,0.00,1.59
serial: dc:a6:32:89:f2:d0,2023-08-11 07:10,Normal,118.25,123.80,123.52,0.07,0.00,0.00,19.68,0.03,0.92,0.01,0.00,0.00,-72.15,0.00,-0.15,-0.02,0.00,-0.00,148.61,0.25,1.23,0.04,0.00,0.00,0.46,1.74,1.61,100.00,400.00,221.59,1.93,0.00,1.59
serial: dc:a6:32:89:f2:d0,2023-08-11 07:11,Normal,118.27,123.80,123.52,0.08,0.00,0.00,20.12,-0.00,0.97,0.01,0.00,0.00,-67.43,0.00,-0.15,-0.02,0.00,-0.00,150.58,0.25,1.27,0.04,0.00,0.00,0.42,1.77,1.78,100.00,400.00,222.25,1.93,0.00,1.59
serial: dc:a6:32:89:f2:d0,2023-08-11 07:12,Normal,118.15,123.68,123.42,0.07,0.00,0.00,17.41,-0.01,0.97,0.01,0.00,0.00,-65.51,0.00,0.00,-0.02,0.00,0.00,147.98,0.23,1.28,0.04,0.00,0.00,0.47,1.91,1.75,100.00,400.00,219.22,1.93,0.00,0.40
serial: dc:a6:32:89:f2:d0,2023-08-11 07:13,Normal,118.22,123.80,123.49,0.08,0.00,0.00,21.02,0.00,0.98,0.01,0.00,0.00,-69.64,0.00,-0.15,-0.02,0.00,-0.00,154.22,0.23,1.30,0.04,0.00,0.00,0.41,1.77,1.54,100.00,400.00,226.03,1.93,0.00,1.58
serial: dc:a6:32:89:f2:d0,2023-08-11 07:14,Normal,118.08,123.64,123.32,0.08,0.00,0.00,20.57,0.00,0.95,0.01,0.00,0.00,-73.04,-0.15,-0.15,-0.02,-0.00,-0.00,152.45,0.25,1.26,0.04,0.00,0.00,0.44,1.89,2.03,100.00,400.00,222.94,1.93,0.00,1.59
serial: dc:a6:32:89:f2:d0,2023-08-11 07:15,Normal,117.86,123.37,123.11,0.07,0.00,0.00,17.60,0.01,0.95,0.01,0.00,0.00,-64.77,0.00,0.00,-0.02,0.00,0.00,137.11,0.25,1.28,0.04,0.00,0.00,0.31,2.05,1.63,100.00,400.00,224.81,1.93,0.00,0.41
serial: dc:a6:32:89:f2:d0,2023-08-11 07:16,Normal,117.82,123.37,123.11,0.07,0.00,0.00,17.86,-0.01,0.97,0.01,0.00,0.00,-61.68,0.00,0.15,-0.02,0.00,0.00,145.32,0.25,1.28,0.04,0.00,0.00,0.42,1.73,1.61,100.00,400.00,226.82,1.93,0.00,0.40
serial: dc:a6:32:89:f2:d0,2023-08-11 07:17,Normal,117.86,123.40,123.08,0.07,0.00,0.00,19.45,-0.00,0.94,0.01,0.00,0.00,-67.13,0.00,0.00,-0.02,0.00,0.00,147.70,0.23,1.25,0.04,0.00,0.00,0.43,2.04,1.37,100.00,400.00,223.41,1.93,0.00,1.59
